bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,date_year,date_month,date_day_encoded,city_encoded,statezip_encoded,country_encoded,price
2.0,1.0,7.2305631534092925,8.517393171418904,1.0,0,0,3,870,6.236369590203704,1943,2002,2014,6,5,35,51,0,268000.0
4.0,1.5,7.427144133408616,9.316860215353856,1.0,0,0,3,1130,6.311734809152915,1959,1989,2014,6,5,36,70,0,380000.0
2.0,1.0,7.107425474110705,8.006700845440367,1.0,0,0,3,920,5.707110264748875,1926,2003,2014,6,5,35,56,0,499000.0
2.0,2.0,7.409741954080923,9.809231816610408,1.0,0,0,3,1651,0.0,1946,0,2014,6,5,41,40,0,285000.0
3.0,1.75,7.193685818395112,9.127067452782361,1.0,0,0,4,1330,0.0,1973,0,2014,6,5,1,45,0,183000.0
3.0,3.0,7.9865049385539955,8.438799123988225,2.0,0,0,4,2230,6.566672429803241,1988,0,2014,6,5,35,48,0,1070000.0
3.0,3.25,7.252053951852814,7.1284959456800365,3.0,0,0,3,1410,0.0,2005,0,2014,6,5,35,47,0,429000.0
2.0,1.0,7.00397413672268,8.188411308079031,1.0,0,0,4,1100,0.0,1926,1993,2014,6,5,35,64,0,403000.0
3.0,1.5,7.333676395657684,8.881975184248867,1.0,0,0,3,1530,0.0,1975,0,2014,6,5,20,67,0,375500.0
5.0,3.25,8.569975376855206,9.754581429281577,2.0,0,1,3,4010,7.13966033596492,1977,2003,2014,6,5,23,25,0,1795000.0
3.0,2.0,7.65491704784832,8.546946149565585,1.0,0,0,5,1080,6.93828448401696,1919,1934,2014,6,5,35,57,0,516200.0
4.0,1.75,7.450660796211539,9.076923258535832,1.0,0,0,3,860,6.7580945044277305,1971,0,2014,6,5,19,22,0,385000.0
3.0,2.5,7.496097345175956,8.517593111437565,2.0,0,0,3,1800,0.0,1996,0,2014,6,5,19,22,0,515000.0
4.0,2.5,7.701200180857446,9.151439264056021,2.0,0,0,3,2210,0.0,1999,0,2014,6,5,6,66,0,375000.0
4.0,2.25,7.848153086199526,9.183174703903413,2.0,0,0,4,2560,0.0,1973,0,2014,6,5,19,22,0,650000.0
2.0,1.5,6.918695219020472,8.951569643018821,2.0,0,0,3,1010,0.0,1981,2013,2014,6,5,32,34,0,306888.0
4.0,2.5,8.114025442356757,9.413199579987685,2.0,0,1,3,2470,6.769641976852503,1998,2006,2014,6,5,35,61,0,870000.0
4.0,1.0,7.462214939768189,9.312535884290853,1.5,0,0,3,1740,0.0,1965,1993,2014,6,5,36,62,0,310000.0
3.0,2.0,7.186144304522325,8.881975184248867,1.0,0,0,5,1320,0.0,1975,0,2014,6,5,18,19,0,251750.0
3.0,1.75,7.327123292259293,9.062536177207788,1.0,0,0,3,1520,0.0,1976,0,2014,6,5,5,9,0,366000.0
3.0,1.5,7.606387389772652,9.15704507491796,1.0,0,0,3,1570,6.089044875446846,1951,1994,2014,6,5,35,60,0,429950.0
3.0,3.5,7.80016307039296,8.13973227971767,2.0,0,0,3,1990,6.111467339502679,2000,0,2014,6,5,3,4,0,710000.0
5.0,2.5,7.844240718141811,9.946355452763305,1.0,0,0,4,1610,6.846943139585379,1953,1983,2014,6,5,3,3,0,895000.0
3.0,1.0,6.918695219020472,9.153875834995056,1.0,0,0,4,1010,0.0,1959,0,2014,6,5,10,73,0,149500.0
3.0,2.5,7.484930283289661,8.820551743253025,1.0,0,0,3,1230,6.311734809152915,1990,2009,2014,6,5,35,49,0,310000.0
3.0,2.0,7.687538766201629,8.512582578858554,1.5,0,2,4,1680,6.2166061010848646,1930,0,2014,6,5,35,61,0,555000.0
5.0,3.25,7.919719760924575,8.922791623969637,2.0,0,1,3,2150,6.398594934535208,1937,1997,2014,6,5,19,21,0,750000.0
4.0,3.25,8.157943507105037,8.857230494201946,2.0,0,0,3,3490,0.0,2006,0,2014,6,5,33,43,0,745000.0
3.0,2.5,7.844240718141811,10.72006844026127,2.0,0,0,3,2550,0.0,2001,0,2014,6,5,31,32,0,695000.0
3.0,1.75,7.534228326274089,8.880446450715093,1.0,0,0,3,1270,6.398594934535208,1959,1989,2014,6,5,35,57,0,433000.0
4.0,1.0,7.048386408721883,9.010058489805235,1.5,0,0,3,1150,0.0,1947,2012,2014,6,5,36,67,0,307000.0
3.0,1.75,7.62608275807238,9.380673689458071,1.0,0,0,3,1460,6.3818160174060985,1962,2003,2014,6,5,3,5,0,655275.0
4.0,2.75,7.57095858316901,8.78813593986372,2.0,0,0,3,1940,0.0,1990,2009,2014,6,5,21,23,0,392000.0
5.0,3.75,8.197263371414335,8.699681400989514,1.5,0,0,3,2470,7.057036981697891,2004,2003,2014,6,5,19,21,0,1180000.0
3.0,1.75,7.544861068658458,9.116139576577355,2.0,0,0,4,1890,0.0,1952,0,2014,6,5,36,62,0,359950.0
4.0,2.0,7.396948602621014,9.24725072599628,1.0,0,0,5,1630,0.0,1968,0,2014,6,5,42,44,0,360000.0
4.0,1.75,7.80016307039296,8.517393171418904,1.0,0,0,3,1340,7.00397413672268,1954,2005,2014,6,5,35,56,0,566000.0
5.0,2.75,8.03947991910045,9.192787212728593,2.0,0,2,4,3100,0.0,1950,1982,2014,6,5,35,60,0,700000.0
3.0,2.5,7.645397699428633,8.707152175339404,2.0,0,0,3,2090,0.0,2000,0,2014,6,5,32,34,0,415000.0
3.0,1.0,6.825460036255307,9.191463316206494,1.0,0,0,4,920,0.0,1962,0,2014,6,5,1,0,0,199500.0
3.0,1.0,7.365812837209472,8.517393171418904,1.5,0,0,3,1580,0.0,1926,2003,2014,6,5,35,56,0,749000.0
3.0,1.75,7.473637108496206,9.036106025364846,1.0,0,0,4,1460,5.707110264748875,1960,2001,2014,6,5,35,63,0,680000.0
4.0,2.5,7.836369760545124,8.931155429778348,1.0,0,0,3,1440,6.994849985833071,1978,0,2014,6,5,5,9,0,400000.0
4.0,2.75,7.820439515262181,9.18142636181154,1.0,0,0,4,1400,6.994849985833071,1983,0,2014,6,5,5,9,0,608000.0
4.0,4.5,8.261268150577648,10.488213984141654,2.0,0,0,3,2530,7.201170883281678,2001,0,2014,6,5,16,15,0,589900.0
5.0,2.5,7.913155185928068,9.15915233520675,1.0,0,2,4,1870,6.760414691083428,1975,0,2014,6,5,14,2,0,480000.0
5.0,3.25,8.080546965824498,8.249575150000199,2.0,0,0,3,2480,6.621405651764134,2014,0,2014,6,5,35,56,0,1059500.0
6.0,3.75,7.983098940710892,9.614538010517382,2.0,0,3,3,2930,0.0,2013,1923,2014,6,5,3,5,0,915000.0
4.0,3.5,8.163656176168432,9.144734614878189,2.0,0,0,3,3510,0.0,2001,0,2014,6,5,38,38,0,695000.0
4.0,2.5,7.855932199718614,8.271292652979412,2.0,0,0,3,2580,0.0,2013,1923,2014,6,5,19,21,0,899900.0
2.0,2.25,6.966967138613983,7.097548850614793,2.0,0,0,3,940,4.795790545596741,2005,0,2014,6,5,35,46,0,499950.0
4.0,2.75,7.934155233536322,9.088624613292087,2.0,0,0,3,2790,0.0,2013,1923,2014,6,5,27,27,0,533112.0
4.0,2.5,7.605890001053122,8.517393171418904,2.0,0,0,3,2009,0.0,2014,0,2014,6,5,1,45,0,303210.0
5.0,2.75,7.9658927350845286,9.031811613420924,2.0,0,0,3,2880,0.0,2006,0,2014,6,5,32,37,0,525000.0
2.0,1.0,6.566672429803241,7.05444965813294,2.0,0,0,4,710,0.0,1943,0,2014,6,5,35,46,0,399950.0
3.0,2.5,7.635786861395585,9.491148875484791,1.5,0,0,5,1270,6.68586094706836,1910,0,2014,6,6,35,46,0,850830.0
3.0,2.0,7.223295679562314,9.028458718410613,1.0,0,0,5,1370,0.0,1964,0,2014,6,6,36,62,0,371500.0
3.0,1.75,7.456454555176209,9.036106025364846,1.0,0,0,4,1400,5.802118375377063,1980,0,2014,6,6,31,31,0,522000.0
4.0,2.0,7.427144133408616,8.517393171418904,1.0,0,0,3,980,6.55250788703459,1950,2005,2014,6,6,35,54,0,588000.0
2.0,1.0,7.208600337960199,9.219993629004321,1.0,0,2,4,1350,0.0,1952,0,2014,6,6,27,27,0,276900.0
5.0,1.5,7.32052696227274,9.113719333371757,1.0,0,0,4,1510,0.0,1959,0,2014,6,6,34,69,0,248000.0
3.0,2.5,7.528869256642251,8.796036315200814,2.0,0,0,3,1860,0.0,1989,0,2014,6,6,14,13,0,280000.0
6.0,3.0,8.35490952835879,8.38958706681109,2.5,0,0,4,3020,7.115582126184454,1902,0,2014,6,6,35,57,0,665000.0
2.0,1.0,6.7580945044277305,8.262300941787448,1.0,0,0,4,860,0.0,1931,0,2014,6,6,32,35,0,290300.0
2.0,1.75,7.403061091090091,8.314097335405807,1.0,0,0,3,840,6.68586094706836,1921,2000,2014,6,6,35,48,0,527000.0
2.0,1.5,7.16703787691222,6.9975959829819265,2.0,0,0,3,1105,5.25227342804663,2007,0,2014,6,6,35,59,0,487028.0
3.0,1.75,7.490529402060711,10.219319668404255,1.0,0,0,3,1130,6.493753839851686,1978,0,2014,6,6,38,38,0,325000.0
3.0,1.5,7.701200180857446,8.748463629942055,1.5,0,0,5,2210,0.0,1916,0,2014,6,6,35,64,0,799000.0
3.0,1.0,6.846943139585379,9.246575864558277,1.0,0,0,3,940,0.0,1965,1993,2014,6,6,31,31,0,354000.0
3.0,1.5,7.057036981697891,9.09459276343187,1.0,0,0,3,1160,0.0,1962,2003,2014,6,6,35,57,0,262500.0
3.0,2.5,7.596392304064196,8.290292591224315,2.0,0,0,3,1990,0.0,2004,2003,2014,6,6,33,43,0,560200.0
3.0,1.0,6.957497370876951,8.748463629942055,1.0,0,0,3,1050,0.0,1942,1999,2014,6,6,35,65,0,220000.0
2.0,1.0,6.93828448401696,8.657129031713755,1.0,0,0,5,1030,0.0,1928,1970,2014,6,6,35,55,0,650000.0
3.0,2.5,7.259116128097101,7.856319571406588,3.0,0,0,3,1420,0.0,2004,2003,2014,6,6,35,62,0,435000.0
4.0,3.75,7.897668150726906,8.294299608857235,2.0,0,3,4,2120,6.3473892096560105,1909,1989,2014,6,6,35,58,0,800000.0
4.0,2.5,8.232440158470336,10.282779786340269,2.0,0,0,3,3760,0.0,1987,2000,2014,6,6,31,31,0,1010000.0
2.0,1.0,6.55250788703459,8.45553053102413,1.0,0,0,5,700,0.0,1953,0,2014,6,6,32,34,0,200000.0
5.0,3.5,7.650168700845001,8.53856321715243,2.0,0,0,3,1410,6.53813982376767,1999,0,2014,6,6,35,71,0,295000.0
4.0,2.75,7.714677473800927,10.233546410194464,1.5,0,0,4,2240,0.0,1976,1992,2014,6,6,33,43,0,580379.0
4.0,2.5,8.152198015861787,10.37692278708356,2.0,0,0,3,3470,0.0,1995,0,2014,6,6,42,44,0,875000.0
3.0,2.5,8.12296471523406,9.88257030428074,2.0,0,0,3,3200,5.14166355650266,1951,1994,2014,6,6,36,62,0,515000.0
3.0,2.5,7.534228326274089,8.309184527686298,2.0,0,0,3,1870,0.0,2005,0,2014,6,6,18,26,0,285000.0
3.0,1.75,7.327123292259293,9.62185381861855,1.0,0,0,4,1520,0.0,1968,0,2014,6,6,21,23,0,290000.0
1.0,1.75,6.621405651764134,9.920344669602551,1.0,0,0,4,550,5.303304908059076,1946,1989,2014,6,6,32,37,0,355000.0
3.0,1.5,7.2868764117507,9.342070142654077,1.0,0,0,3,1460,0.0,1954,2005,2014,6,6,20,67,0,381000.0
3.0,2.5,7.8636512654486515,8.91811465947453,2.0,0,0,3,2600,0.0,1988,2000,2014,6,6,5,9,0,571000.0
4.0,2.5,8.108021221376747,9.384461732204798,2.0,0,0,5,2650,6.508769136971682,1977,0,2014,6,6,3,5,0,852600.0
5.0,2.5,7.75833346749091,8.699681400989514,2.0,0,0,4,2340,0.0,1922,0,2014,6,6,35,64,0,1085000.0
3.0,1.0,6.792344427470809,8.881975184248867,1.0,0,0,3,890,0.0,1951,1994,2014,6,6,35,60,0,371000.0
3.0,1.75,7.450660796211539,8.68270762989381,1.0,0,1,3,1220,6.2166061010848646,1986,0,2014,6,6,35,63,0,514000.0
3.0,1.5,7.147559271189454,7.1846291527173145,2.0,0,0,3,1080,5.25227342804663,2004,2003,2014,6,6,35,74,0,386000.0
4.0,2.5,7.687538766201629,8.882391706295847,2.0,0,0,4,2180,0.0,1989,0,2014,6,6,32,37,0,464000.0
4.0,2.25,7.616283561580385,9.510519035757246,1.0,0,0,3,1230,6.68586094706836,1963,2008,2014,6,6,32,37,0,335000.0
4.0,2.75,7.820439515262181,9.788862026694824,2.0,0,2,3,1490,6.90875477931522,1979,2014,2014,6,6,35,60,0,740000.0
4.0,1.75,7.293697720601438,8.585038738311304,1.0,0,0,3,980,6.19644412779452,1955,2005,2014,6,6,35,60,0,465000.0
3.0,2.75,7.824445930877619,8.906393407058367,1.0,0,0,5,1390,7.01301578963963,1948,1985,2014,6,6,35,70,0,700000.0
3.0,3.5,8.412054873292933,9.992916837362552,2.0,0,0,3,4500,0.0,2004,2003,2014,6,6,1,45,0,785000.0
3.0,3.25,7.2868764117507,7.373374309910049,2.0,0,0,3,1130,5.802118375377063,2006,0,2014,6,6,35,61,0,350000.0
1.0,1.0,6.431331081933479,9.01942196795671,1.0,0,0,3,620,0.0,1939,1969,2014,6,6,35,49,0,148000.0
3.0,1.75,7.346655163176539,8.210939733379021,1.0,0,0,3,1050,6.2166061010848646,1927,2011,2014,6,6,35,56,0,530000.0
3.0,2.5,7.266128779556451,6.910750787961936,3.0,0,0,3,1430,0.0,2002,0,2014,6,6,35,47,0,349000.0
3.0,1.5,7.215975002651466,9.186150133174966,1.5,0,0,5,1360,0.0,1984,0,2014,6,6,27,27,0,240000.0
3.0,2.5,7.701200180857446,8.930361883909434,2.0,0,0,3,2210,0.0,1989,0,2014,6,6,14,13,0,330000.0
4.0,1.75,7.8083230503910555,8.537191877922927,1.5,0,0,5,1450,6.918695219020472,1909,1988,2014,6,6,35,54,0,735000.0
3.0,2.5,7.687538766201629,9.661033752687418,1.0,0,0,4,1850,5.802118375377063,1979,0,2014,6,6,33,43,0,545000.0
3.0,1.75,7.359467638255621,8.492080490601163,1.0,0,0,4,1310,5.564520407322694,1977,0,2014,6,6,9,26,0,214950.0
4.0,2.75,8.328692583545568,10.093735942146068,2.0,0,0,3,4140,0.0,2002,0,2014,6,6,1,45,0,657500.0
3.0,1.0,7.039660349862076,8.612685172875459,1.5,0,0,4,1140,0.0,1908,0,2014,6,6,35,74,0,476000.0
2.0,1.0,6.68586094706836,9.61587214452889,1.0,0,0,3,800,0.0,1927,2011,2014,6,6,35,69,0,110000.0
4.0,2.75,7.789454566086673,8.94819608331224,2.0,0,0,3,2414,0.0,2006,0,2014,6,6,1,1,0,292000.0
3.0,1.0,7.057036981697891,9.084096645401932,1.0,0,0,3,1160,0.0,1952,2008,2014,6,6,35,60,0,317000.0
4.0,2.5,8.061802274538348,9.276970454273945,2.0,0,2,3,3170,0.0,2001,0,2014,6,6,1,0,0,455000.0
5.0,3.5,8.345455428161928,9.756089025531404,2.0,0,3,3,4210,0.0,1995,0,2014,6,6,3,5,0,1365000.0
3.0,2.0,7.630946580890459,8.39795910349254,1.0,0,0,3,1030,6.93828448401696,1929,0,2014,6,6,35,61,0,460000.0
3.0,2.0,7.403061091090091,8.882114044208821,1.0,0,0,3,1640,0.0,1948,1994,2014,6,6,35,60,0,405000.0
2.0,1.0,6.580639137284949,8.80792062205398,1.0,0,0,3,720,0.0,1942,1999,2014,6,6,35,56,0,333000.0
4.0,1.0,7.528869256642251,8.463159302923751,1.5,0,0,1,1860,0.0,1901,0,2014,6,6,35,53,0,427000.0
4.0,2.5,7.941295570906532,9.30446803470088,2.0,0,0,3,2810,0.0,1997,0,2014,6,6,33,43,0,742000.0
4.0,2.5,7.645397699428633,9.1801903950253,1.0,0,0,5,1320,6.647688373563329,1965,0,2014,6,6,36,62,0,465000.0
4.0,2.5,8.0959035329611,8.729397122692061,2.0,0,0,3,3280,0.0,2001,0,2014,6,6,33,42,0,809950.0
4.0,2.0,7.645397699428633,8.191740021277457,1.5,0,0,5,1790,5.707110264748875,1927,0,2014,6,6,35,54,0,619400.0
3.0,1.75,7.796057974316123,9.58932460283475,1.0,0,1,3,1230,7.0909098220799835,1949,1970,2014,6,6,23,25,0,762400.0
5.0,2.25,7.83241092718792,10.804116272920615,2.0,0,0,4,2520,0.0,1978,2000,2014,6,6,16,15,0,535000.0
5.0,3.0,7.828436359157585,8.325063693631197,1.5,0,3,5,1590,6.825460036255307,1925,0,2014,6,6,35,64,0,881000.0
4.0,2.75,8.12296471523406,8.806274284781725,1.0,0,3,4,1920,7.280008252884188,1948,0,2014,6,6,35,64,0,813000.0
3.0,2.0,7.403061091090091,8.571870752706934,1.5,0,0,5,1640,0.0,1910,0,2014,6,6,1,1,0,234000.0
3.0,2.5,7.719129840906732,8.894944460956886,2.0,0,0,3,2250,0.0,1994,0,2014,6,6,1,45,0,308900.0
4.0,2.5,7.741099090035366,9.865318286418624,1.0,0,0,4,2300,0.0,1955,2009,2014,6,6,27,27,0,450000.0
3.0,3.5,7.409136443920128,7.724446645633537,3.0,0,0,3,1650,0.0,2010,0,2014,6,6,35,47,0,547500.0
2.0,1.0,6.566672429803241,7.0317412587631285,2.0,0,0,4,710,0.0,1943,0,2014,6,6,35,46,0,399950.0
4.0,3.5,7.844240718141811,9.07096335550754,2.0,0,0,3,2550,0.0,2007,0,2014,6,6,38,38,0,516000.0
2.0,1.5,6.890609120147166,6.741700694652055,2.0,0,0,3,806,5.176149732573829,2006,0,2014,6,6,35,62,0,250000.0
3.0,2.25,7.396948602621014,7.83241092718792,2.0,0,0,3,1630,0.0,2005,0,2014,6,6,16,17,0,475000.0
4.0,2.5,7.844240718141811,8.412054873292933,2.0,0,0,3,2550,0.0,2009,0,2014,6,6,32,37,0,415000.0
2.0,1.25,7.123672785204607,7.67368812926773,2.0,0,0,3,1240,0.0,2014,0,2014,6,6,35,56,0,545000.0
3.0,2.5,7.806696372521179,8.931551966694522,2.0,0,0,3,2456,0.0,2012,1912,2014,6,6,14,13,0,329950.0
5.0,2.25,8.071218539969863,9.911406117780423,1.0,0,0,3,1600,7.3783837129967145,1965,1993,2014,6,4,8,3,0,1325000.0
3.0,3.5,8.281723990411392,11.617996938859507,1.5,0,0,3,2460,7.307202314764738,1989,0,2014,6,4,31,32,0,784000.0
4.0,2.25,7.687538766201629,8.895355616996392,2.0,0,0,3,2180,0.0,1984,0,2014,6,4,33,42,0,610750.0
4.0,2.5,8.052296499538647,9.129780864117766,1.0,0,2,5,1770,7.223295679562314,1966,0,2014,6,4,32,35,0,578000.0
4.0,3.75,8.301769763117166,9.287394001418473,2.0,0,0,3,4030,0.0,2006,0,2014,6,4,19,21,0,1485000.0
3.0,1.75,7.58629630715272,8.983816112502495,1.0,0,3,5,1370,6.398594934535208,1976,0,2014,6,4,32,35,0,501000.0
5.0,2.0,7.57095858316901,8.941545475242885,1.5,0,0,3,1940,0.0,1957,2000,2014,6,4,36,70,0,465250.0
5.0,4.25,8.488999457045455,9.154193211353181,1.5,0,1,5,3100,7.473637108496206,1905,0,2014,6,4,35,53,0,2250000.0
0.0,0.0,8.027802848370312,8.469052816088302,3.5,0,2,3,3064,0.0,1990,2009,2014,6,4,35,46,0,1095000.0
2.0,1.0,6.878326468291325,8.642238680390461,1.0,0,0,4,970,0.0,1908,0,2014,6,4,35,57,0,315000.0
4.0,2.25,7.8083230503910555,10.701715209546581,1.0,0,0,4,2460,0.0,1957,2001,2014,6,4,3,6,0,900000.0
4.0,2.5,8.010027528481734,8.716207971151853,2.0,0,0,3,3010,0.0,2005,0,2014,6,4,31,31,0,789500.0
3.0,2.0,7.8083230503910555,8.79497643168877,1.0,0,2,4,1370,6.994849985833071,1952,0,2014,6,4,35,63,0,678500.0
3.0,2.0,7.640603826393634,9.339261152043022,1.0,0,0,3,2080,0.0,2002,0,2014,6,4,12,12,0,342500.0
4.0,3.25,8.284251797621916,8.85552084853691,2.0,0,0,3,3960,0.0,2005,0,2014,6,4,33,43,0,860000.0
4.0,2.5,7.820439515262181,9.002701007197938,2.0,0,0,3,2490,0.0,2001,0,2014,6,4,1,45,0,306000.0
5.0,2.0,7.630946580890459,8.699681400989514,2.0,0,0,3,2060,0.0,1903,2005,2014,6,4,35,48,0,580000.0
3.0,1.0,7.193685818395112,9.66007751636045,1.0,0,0,3,900,6.066108090103747,1984,0,2014,6,4,33,42,0,405000.0
3.0,1.75,7.3783837129967145,9.862717639992917,1.0,0,0,4,1600,0.0,1967,0,2014,6,4,19,22,0,510000.0
2.0,1.0,6.710523109452428,9.254452946594503,1.0,0,0,4,820,0.0,1965,0,2014,6,4,32,33,0,173000.0
4.0,1.75,7.0909098220799835,8.946505025998682,1.0,0,0,3,1200,0.0,1968,1997,2014,6,4,1,45,0,210000.0
3.0,1.0,6.957497370876951,8.642062173462106,1.0,0,0,4,910,4.948759890378168,1947,1988,2014,6,4,35,54,0,445000.0
3.0,2.5,7.555381944240273,7.31455283232408,2.5,0,0,3,1530,5.942799375126701,2007,0,2014,6,4,35,74,0,585000.0
3.0,1.75,7.496097345175956,8.699681400989514,1.0,0,0,5,900,6.803505257608338,1950,0,2014,6,4,36,67,0,381000.0
3.0,2.25,7.630946580890459,9.0642735958414,1.0,0,0,4,2060,0.0,1966,0,2014,6,4,19,21,0,890000.0
3.0,1.75,7.518064181233078,9.179674957665297,1.0,0,0,4,1500,5.831882477283517,1985,0,2014,6,4,18,18,0,235000.0
3.0,2.5,7.1316985104669115,7.00669522683704,3.0,0,2,3,1250,0.0,2005,0,2014,6,4,35,47,0,480000.0
2.0,1.0,7.32052696227274,8.302265794873367,1.5,0,0,3,1310,5.303304908059076,1935,1974,2014,6,4,35,74,0,575000.0
4.0,2.25,7.741099090035366,8.434028950155469,1.5,0,0,4,1340,6.8679744089702925,1904,0,2014,6,4,35,64,0,350000.0
4.0,1.5,7.307202314764738,8.93075873555827,2.0,0,0,3,1490,0.0,1966,1963,2014,6,4,10,73,0,259000.0
5.0,2.75,7.944846711001996,8.435766192720509,1.0,0,0,3,1450,7.223295679562314,1967,2011,2014,6,4,35,56,0,599000.0
4.0,1.5,7.030857476116121,8.967121656230923,1.0,0,0,4,1130,0.0,1970,0,2014,6,4,14,13,0,210000.0
4.0,2.5,8.071218539969863,8.922791623969637,1.5,0,1,5,1860,7.201170883281678,1948,1985,2014,6,4,35,54,0,1184000.0
3.0,1.0,7.32052696227274,8.517393171418904,1.5,0,0,3,1510,0.0,1909,2004,2014,6,4,35,48,0,545000.0
3.0,2.5,7.58629630715272,8.922791623969637,2.0,0,0,3,1970,0.0,1988,2000,2014,6,4,1,45,0,299995.0
3.0,1.0,7.099201743553092,8.657129031713755,1.5,0,0,4,1210,0.0,1910,0,2014,6,4,35,63,0,440000.0
4.0,2.5,8.0959035329611,10.21982996548112,2.0,0,0,3,3280,0.0,1996,0,2014,6,4,31,32,0,699000.0
3.0,2.0,7.791935956938058,9.79031885443049,1.0,0,1,5,1500,6.825460036255307,1979,0,2014,6,4,19,22,0,795000.0
5.0,1.75,7.8083230503910555,8.831565879121063,1.5,0,0,5,1340,7.02197642307216,1911,1984,2014,6,4,35,51,0,445000.0
3.0,1.0,7.074116816197362,9.381179591661104,1.0,0,0,4,1180,0.0,1948,0,2014,6,4,35,70,0,397990.0
3.0,2.75,7.550135342488429,8.764209507142004,1.0,0,0,5,1410,6.19644412779452,1942,0,2014,6,4,35,48,0,706000.0
3.0,3.25,7.409741954080923,7.484368643286131,2.0,0,0,3,1341,5.739792912179234,2008,0,2014,6,4,35,62,0,363000.0
4.0,2.25,7.664346632098617,9.379576689221482,2.0,0,0,4,2130,0.0,1972,0,2014,6,4,23,25,0,850000.0
2.0,1.0,7.266128779556451,8.006700845440367,1.5,0,0,3,1300,4.875197323201151,1929,0,2014,6,4,35,53,0,620000.0
4.0,2.5,8.653645314551737,10.713261545027793,2.0,0,4,3,4280,7.280008252884188,1991,0,2014,6,4,33,42,0,1228000.0
4.0,2.5,7.555381944240273,9.131838143821225,1.0,0,0,4,1910,0.0,1963,0,2014,6,4,32,37,0,333000.0
3.0,1.75,7.65491704784832,9.328212292571072,1.0,0,0,4,2110,0.0,1961,2001,2014,6,4,23,25,0,743000.0
2.0,1.5,7.396948602621014,8.237743803890933,1.0,0,0,4,890,6.608000625296087,1940,2001,2014,6,4,35,50,0,448000.0
4.0,2.5,7.81237820598861,10.465215394229238,2.0,0,0,3,2470,0.0,1989,0,2014,6,4,1,45,0,485000.0
4.0,2.25,7.878912912297133,10.371677037216255,1.0,0,0,4,2640,0.0,1986,0,2014,6,4,1,45,0,489950.0
5.0,2.75,8.003363058629947,8.912069097970134,2.0,0,0,3,2990,0.0,1996,0,2014,6,4,32,37,0,498500.0
3.0,2.5,7.659642954564682,9.183688340978756,2.0,0,0,3,2120,0.0,1988,2000,2014,6,4,5,9,0,531000.0
3.0,2.5,7.62608275807238,8.76732914779405,1.0,0,3,3,1730,5.771441123130016,1956,2001,2014,6,4,35,55,0,670000.0
5.0,3.0,7.53955882930103,8.517393171418904,1.0,0,0,3,1100,6.660575149839686,1997,0,2014,6,4,35,49,0,310000.0
3.0,3.0,7.934155233536322,9.435402082446297,2.0,1,4,4,1600,7.0825485693553,1977,0,2014,6,4,10,73,0,835000.0
4.0,2.5,8.006700845440367,8.922791623969637,2.0,0,0,3,3000,0.0,1937,1994,2014,6,4,35,48,0,1688000.0
4.0,2.5,7.669028288589683,8.888204871455022,2.0,0,0,3,2140,0.0,2003,0,2014,6,4,35,62,0,495000.0
3.0,2.0,7.478734825567875,9.137877200242468,1.0,0,0,4,1769,0.0,1955,2009,2014,6,4,26,68,0,495000.0
3.0,1.0,7.444833273892193,8.788288460263619,1.5,0,0,4,1200,6.236369590203704,1926,1993,2014,6,4,35,62,0,440000.0
1.0,0.75,6.042632833682381,8.812992231969966,1.0,0,0,3,420,0.0,1922,2008,2014,6,4,35,51,0,280000.0
4.0,2.5,8.092851027538384,10.475765690615084,2.0,0,0,3,3270,0.0,1989,0,2014,6,4,3,5,0,1070000.0
4.0,2.5,7.771067086065406,9.2927495082169,2.0,0,0,3,2370,0.0,2003,0,2014,6,4,3,3,0,1034500.0
4.0,2.5,7.479299637782834,8.675222055641148,2.0,0,0,3,1770,0.0,2003,0,2014,6,4,21,23,0,248000.0
4.0,2.5,7.701200180857446,9.04381342108087,1.0,0,0,3,1490,6.580639137284949,1990,2009,2014,6,4,1,45,0,294000.0
3.0,2.25,7.444833273892193,8.328692583545568,2.0,0,0,3,1710,0.0,2004,2003,2014,6,4,16,17,0,561000.0
4.0,2.0,7.905072849498666,8.46611040118692,1.0,0,0,4,1460,7.1316985104669115,1919,1985,2014,6,4,35,54,0,656500.0
3.0,3.0,7.75833346749091,7.9966538754626075,2.0,0,0,5,2160,5.198497031265826,1925,0,2014,6,4,35,47,0,660000.0
2.0,1.0,7.107425474110705,9.751093661983862,1.0,0,0,4,1220,0.0,1947,1988,2014,6,4,19,21,0,370000.0
3.0,1.0,6.966967138613983,9.161780181360806,1.0,0,0,3,1060,0.0,1966,1963,2014,6,4,31,31,0,349950.0
2.0,1.0,6.814542897259958,9.197255132427527,1.0,0,0,3,910,0.0,1957,2000,2014,6,4,32,36,0,223000.0
4.0,1.75,7.53955882930103,8.263848131368906,1.5,0,0,4,1090,6.673297967767654,1944,0,2014,6,4,35,50,0,560000.0
4.0,1.75,7.534228326274089,8.556606193773073,2.0,0,0,4,1200,6.508769136971682,1937,0,2014,6,4,35,54,0,594000.0
3.0,2.25,7.300472814267799,8.594339400592892,2.0,0,0,4,1480,0.0,1914,1945,2014,6,4,35,59,0,600000.0
3.0,2.5,7.53955882930103,8.853808274977197,2.0,0,0,3,1880,0.0,1993,0,2014,6,4,18,19,0,315000.0
